id,brand,category,department,retail_price
12850,TYR,Swim,Women,54.950000762939446
12967,TYR,Swim,Women,59.9900016784668
13052,TYR,Swim,Women,49.060001373291016
13077,TYR,Swim,Women,56.0
13190,TYR,Swim,Women,68.0
13312,TYR,Swim,Women,72.0
13350,TYR,Swim,Women,52.0099983215332
27445,TYR,Swim,Men,38.9900016784668
27457,TYR,Swim,Men,27.600000381469727
27466,TYR,Swim,Men,30.0
27481,TYR,Swim,Men,45.950000762939446
27487,TYR,Swim,Men,26.489999771118164
27510,TYR,Swim,Men,39.950000762939446
27529,TYR,Swim,Men,36.0
27537,TYR,Swim,Men,39.9900016784668
27552,TYR,Swim,Men,33.950000762939453
27599,TYR,Swim,Men,26.510000228881839
27674,TYR,Swim,Men,44.959999084472656
27812,TYR,Swim,Men,24.989999771118164
27960,TYR,Swim,Men,25.0
27976,TYR,Swim,Men,28.950000762939453
28039,TYR,Swim,Men,38.0
28167,TYR,Swim,Men,40.0
28204,TYR,Swim,Men,52.0
1513,VIP,Sweaters,Women,12.989999771118164
3580,VIP,Dresses,Women,13.989999771118164
4330,YMI,Jeans,Women,38.0
4474,YMI,Jeans,Women,27.469999313354489
4477,YMI,Jeans,Women,27.950000762939453
4889,YMI,Jeans,Women,28.989999771118164
4946,YMI,Jeans,Women,25.0
4983,YMI,Jeans,Women,28.989999771118164
6332,YMI,Shorts,Women,11.329999923706056
6361,YMI,Shorts,Women,24.989999771118164
6463,YMI,Shorts,Women,38.0
6583,YMI,Shorts,Women,24.989999771118164
6591,YMI,Shorts,Women,38.0
6793,YMI,Shorts,Women,23.989999771118164
25089,5.11,Socks,Men,31.8799991607666
29099,Beza,Accessories,Men,34.950000762939453
3212,Bobi,Dresses,Women,60.0
3351,Bobi,Dresses,Women,85.0
15178,Boob,Maternity,Women,60.0
24721,ECCO,Socks,Men,11.0
24771,ECCO,Socks,Men,10.0
25335,ECCO,Socks,Men,27.0
25341,ECCO,Socks,Men,14.989999771118164
12710,ECHO,Swim,Women,98.0
12717,ECHO,Swim,Women,118.0
12720,ECHO,Swim,Women,68.0
12721,ECHO,Swim,Women,48.0
12734,ECHO,Swim,Women,48.0
12918,ECHO,Swim,Women,48.0
12974,ECHO,Swim,Women,98.0
13015,ECHO,Swim,Women,29.409999847412109
13126,ECHO,Swim,Women,52.919998168945312
13152,ECHO,Swim,Women,39.9900016784668
13184,ECHO,Swim,Women,78.0
13226,ECHO,Swim,Women,118.0
13284,ECHO,Swim,Women,13.270000457763672
13353,ECHO,Swim,Women,98.0
13475,ECHO,Swim,Women,88.0
13489,ECHO,Swim,Women,48.0
13499,ECHO,Swim,Women,25.0
13568,ECHO,Swim,Women,58.5
13952,ECHO,Accessories,Women,19.989999771118164
14032,ECHO,Accessories,Women,45.0
14109,ECHO,Accessories,Women,29.989999771118164
14139,ECHO,Accessories,Women,28.0
14232,ECHO,Accessories,Women,28.0
14234,ECHO,Accessories,Women,38.0
15981,ECHO,Plus,Women,45.0
28627,ECHO,Accessories,Men,34.9900016784668
23312,ERGO,Shorts,Men,51.950000762939446
27003,Easy,Sleep & Lounge,Men,24.989999771118164
17483,Howe,Fashion Hoodies & Sweatshirts,Men,89.0
20265,Howe,Suits & Sport Coats,Men,133.33000183105469
20495,Howe,Suits & Sport Coats,Men,199.0
22561,Howe,Pants,Men,99.0
22622,Howe,Pants,Men,58.029998779296882
22462,JSLV,Pants,Men,54.0
15917,Keds,Plus,Women,3.5
12216,Kiss,Intimates,Women,17.989999771118164
12217,Kiss,Intimates,Women,19.989999771118164
9674,Lanz,Sleep & Lounge,Women,34.9900016784668
3860,MW22,Dresses,Women,19.989999771118164
5602,Mina,Pants & Capris,Women,29.950000762939453
7337,Mina,Skirts,Women,29.950000762939453
17691,NOTW,Fashion Hoodies & Sweatshirts,Men,39.9900016784668
17981,Obey,Fashion Hoodies & Sweatshirts,Men,76.0
18011,Obey,Fashion Hoodies & Sweatshirts,Men,54.950000762939446
27630,Onia,Swim,Men,130.0
27946,Onia,Swim,Men,145.0
2935,Pony,Active,Women,11.989999771118164
17702,Ride,Fashion Hoodies & Sweatshirts,Men,37.360000610351562
27912,2EROS,Swim,Men,56.0
9326,ACORN,Socks & Hosiery,Women,14.399999618530272
132,ASICS,Tops & Tees,Women,30.0
191,ASICS,Tops & Tees,Women,24.989999771118164
271,ASICS,Tops & Tees,Women,18.950000762939453
306,ASICS,Tops & Tees,Women,45.9900016784668
567,ASICS,Tops & Tees,Women,39.9900016784668
634,ASICS,Tops & Tees,Women,44.9900016784668
2480,ASICS,Active,Women,36.0
2493,ASICS,Active,Women,13.649999618530272
2548,ASICS,Active,Women,28.0
2578,ASICS,Active,Women,24.989999771118164
2595,ASICS,Active,Women,22.0
2677,ASICS,Active,Women,16.989999771118164
2691,ASICS,Active,Women,13.649999618530272
2739,ASICS,Active,Women,16.989999771118164
2747,ASICS,Active,Women,45.9900016784668
2796,ASICS,Active,Women,903.0
2875,ASICS,Active,Women,32.389999389648438
2923,ASICS,Active,Women,25.0
2986,ASICS,Active,Women,25.0
2991,ASICS,Active,Women,14.449999809265137
2992,ASICS,Active,Women,22.0
3028,ASICS,Active,Women,29.989999771118164
8754,ASICS,Outerwear & Coats,Women,84.989997863769531
11058,ASICS,Intimates,Women,25.989999771118164
12856,ASICS,Swim,Women,33.9900016784668
13710,ASICS,Accessories,Women,22.0
14345,ASICS,Maternity,Women,26.959999084472656
15448,ASICS,Plus,Women,22.0
16875,ASICS,Tops & Tees,Men,42.0
18132,ASICS,Active,Men,25.0
18154,ASICS,Active,Men,49.950000762939446
18163,ASICS,Active,Men,30.0
18290,ASICS,Active,Men,39.9900016784668
18418,ASICS,Active,Men,34.189998626708984
18451,ASICS,Active,Men,45.9900016784668
18464,ASICS,Active,Men,21.340000152587887
18767,ASICS,Active,Men,21.989999771118164
18768,ASICS,Active,Men,25.0
18773,ASICS,Active,Men,42.0
18794,ASICS,Active,Men,25.0
25824,ASICS,Underwear,Men,25.0
28486,ASICS,Accessories,Men,22.0
21084,Agave,Jeans,Men,205.0
21266,Agave,Jeans,Men,185.0
21412,Agave,Jeans,Men,205.0
5058,Ariat,Jeans,Women,69.949996948242188
9107,Ariat,Socks & Hosiery,Women,9.9499998092651367
20746,Ariat,Jeans,Men,83.580001831054688
20765,Ariat,Jeans,Men,85.629997253417969
20842,Ariat,Jeans,Men,82.9000015258789
20898,Ariat,Jeans,Men,82.9000015258789
21208,Ariat,Jeans,Men,82.9000015258789
21218,Ariat,Jeans,Men,69.949996948242188
21499,Ariat,Jeans,Men,69.989997863769531
21559,Ariat,Jeans,Men,79.989997863769531
22285,Ariat,Pants,Men,112.25
18447,C-IN2,Active,Men,17.0
18559,C-IN2,Active,Men,20.0
18757,C-IN2,Active,Men,60.0
25576,C-IN2,Underwear,Men,20.0
25717,C-IN2,Underwear,Men,24.0
25720,C-IN2,Underwear,Men,26.0
25746,C-IN2,Underwear,Men,20.0
25771,C-IN2,Underwear,Men,50.0
25820,C-IN2,Underwear,Men,28.0
25829,C-IN2,Underwear,Men,32.0
25834,C-IN2,Underwear,Men,30.0
25848,C-IN2,Underwear,Men,26.0
25856,C-IN2,Underwear,Men,30.0
25890,C-IN2,Underwear,Men,14.670000076293944
25909,C-IN2,Underwear,Men,24.0
25911,C-IN2,Underwear,Men,50.0
25949,C-IN2,Underwear,Men,26.0
25991,C-IN2,Underwear,Men,24.459999084472656
26013,C-IN2,Underwear,Men,26.0
26051,C-IN2,Underwear,Men,26.0
26094,C-IN2,Underwear,Men,32.0
26115,C-IN2,Underwear,Men,16.0
26150,C-IN2,Underwear,Men,20.0
26155,C-IN2,Underwear,Men,15.0
26161,C-IN2,Underwear,Men,25.0
26164,C-IN2,Underwear,Men,16.0
26226,C-IN2,Underwear,Men,28.540000915527344
26249,C-IN2,Underwear,Men,38.0
26264,C-IN2,Underwear,Men,24.0
26265,C-IN2,Underwear,Men,36.0
26269,C-IN2,Underwear,Men,18.0
26270,C-IN2,Underwear,Men,36.0
26295,C-IN2,Underwear,Men,30.0
26301,C-IN2,Underwear,Men,23.0
26305,C-IN2,Underwear,Men,30.0
26388,C-IN2,Underwear,Men,28.0
26392,C-IN2,Underwear,Men,21.0
26393,C-IN2,Underwear,Men,35.0
26421,C-IN2,Underwear,Men,35.0
26439,C-IN2,Underwear,Men,20.0
17339,C1RCA,Fashion Hoodies & Sweatshirts,Men,54.0
17694,C1RCA,Fashion Hoodies & Sweatshirts,Men,49.950000762939446
18006,C1RCA,Fashion Hoodies & Sweatshirts,Men,79.0
20175,Cardi,Suits & Sport Coats,Men,79.949996948242173
16811,Chaps,Tops & Tees,Men,32.880001068115234
19353,Chaps,Sweaters,Men,39.880001068115234
19364,Chaps,Sweaters,Men,39.880001068115234
19369,Chaps,Sweaters,Men,24.989999771118164
19434,Chaps,Sweaters,Men,39.880001068115234
19509,Chaps,Sweaters,Men,39.880001068115234
19586,Chaps,Sweaters,Men,39.880001068115234
19742,Chaps,Sweaters,Men,39.880001068115234
27291,Chaps,Sleep & Lounge,Men,60.0
27293,Chaps,Sleep & Lounge,Men,60.0
5825,Chyor,Leggings,Women,49.0
9015,Chyor,Socks & Hosiery,Women,49.0
9435,Chyor,Socks & Hosiery,Women,49.0
22341,Drake,Pants,Men,59.9900016784668
21574,Evisu,Jeans,Men,349.17001342773438
7033,Grass,Shorts,Women,29.409999847412109
7053,Grass,Shorts,Women,16.219999313354492
10531,Jobar,Intimates,Women,18.270000457763672
25862,Joe's,Underwear,Men,25.0
4169,KC&PP,Jumpsuits & Rompers,Women,115.0
3965,Krazy,Dresses,Women,49.9900016784668
4014,Krazy,Dresses,Women,39.9900016784668
4081,Krazy,Jumpsuits & Rompers,Women,41.9900016784668
4175,Krazy,Jumpsuits & Rompers,Women,45.9900016784668
5223,Krazy,Pants & Capris,Women,125.0
5620,Krazy,Pants & Capris,Women,145.0
7949,Krazy,Blazers & Jackets,Women,39.9900016784668
16917,Matix,Tops & Tees,Men,54.0
17141,Matix,Fashion Hoodies & Sweatshirts,Men,60.0
17247,Matix,Fashion Hoodies & Sweatshirts,Men,48.0
17298,Matix,Fashion Hoodies & Sweatshirts,Men,78.0
17452,Matix,Fashion Hoodies & Sweatshirts,Men,78.0
17536,Matix,Fashion Hoodies & Sweatshirts,Men,45.0
17537,Matix,Fashion Hoodies & Sweatshirts,Men,72.0
19129,Matix,Sweaters,Men,52.0
19426,Matix,Sweaters,Men,52.0
19699,Matix,Sweaters,Men,52.0
20870,Matix,Jeans,Men,72.0
20963,Matix,Jeans,Men,72.949996948242173
21443,Matix,Jeans,Men,68.0
21470,Matix,Jeans,Men,66.949996948242188
21929,Matix,Pants,Men,46.0
22266,Matix,Pants,Men,60.0
22355,Matix,Pants,Men,62.950000762939446
22567,Matix,Pants,Men,58.0
22629,Matix,Pants,Men,65.0
23088,Matix,Shorts,Men,33.0
23274,Matix,Shorts,Men,49.950000762939446
23354,Matix,Shorts,Men,37.950000762939446
23371,Matix,Shorts,Men,32.9900016784668
23512,Matix,Shorts,Men,41.9900016784668
23530,Matix,Shorts,Men,33.75
23534,Matix,Shorts,Men,49.950000762939446
23556,Matix,Shorts,Men,44.0
23559,Matix,Shorts,Men,52.950000762939446
23562,Matix,Shorts,Men,42.0
23570,Matix,Shorts,Men,47.950000762939446
28165,Matix,Swim,Men,40.4900016784668
5909,MeMoi,Leggings,Women,24.170000076293945
13701,Mundi,Accessories,Women,21.989999771118164
13922,Mundi,Accessories,Women,19.989999771118164
14087,Mundi,Accessories,Women,23.75
14168,Mundi,Accessories,Women,22.989999771118164
15273,Mundi,Plus,Women,21.989999771118164
15429,Mundi,Plus,Women,21.989999771118164
15797,Mundi,Plus,Women,19.989999771118164
10493,NuBra,Intimates,Women,32.0
12561,NuBra,Intimates,Women,13.989999771118164
12601,NuBra,Intimates,Women,39.9900016784668
12605,NuBra,Intimates,Women,40.0
12647,NuBra,Intimates,Women,39.9900016784668
12648,NuBra,Intimates,Women,39.9900016784668
12686,NuBra,Intimates,Women,39.9900016784668
12693,NuBra,Intimates,Women,39.9900016784668
12694,NuBra,Intimates,Women,39.9900016784668
12695,NuBra,Intimates,Women,39.939998626708977
12698,NuBra,Intimates,Women,39.939998626708977
98,Patty,Tops & Tees,Women,39.9900016784668
115,Patty,Tops & Tees,Women,44.9900016784668
125,Patty,Tops & Tees,Women,33.979999542236328
128,Patty,Tops & Tees,Women,33.979999542236328
162,Patty,Tops & Tees,Women,34.9900016784668
163,Patty,Tops & Tees,Women,32.979999542236328
167,Patty,Tops & Tees,Women,28.979999542236328
172,Patty,Tops & Tees,Women,28.979999542236328
178,Patty,Tops & Tees,Women,37.979999542236328
180,Patty,Tops & Tees,Women,31.979999542236328
186,Patty,Tops & Tees,Women,27.979999542236328
209,Patty,Tops & Tees,Women,32.9900016784668
211,Patty,Tops & Tees,Women,31.979999542236328
214,Patty,Tops & Tees,Women,31.979999542236328
222,Patty,Tops & Tees,Women,28.979999542236328
228,Patty,Tops & Tees,Women,32.979999542236328
235,Patty,Tops & Tees,Women,39.9900016784668
237,Patty,Tops & Tees,Women,33.9900016784668
262,Patty,Tops & Tees,Women,27.989999771118164
285,Patty,Tops & Tees,Women,34.979999542236328
286,Patty,Tops & Tees,Women,31.979999542236328
311,Patty,Tops & Tees,Women,29.979999542236328
315,Patty,Tops & Tees,Women,33.979999542236328
319,Patty,Tops & Tees,Women,27.590000152587887
324,Patty,Tops & Tees,Women,32.979999542236328
344,Patty,Tops & Tees,Women,28.979999542236328
349,Patty,Tops & Tees,Women,31.979999542236328
353,Patty,Tops & Tees,Women,31.989999771118164
357,Patty,Tops & Tees,Women,28.979999542236328
361,Patty,Tops & Tees,Women,28.979999542236328
379,Patty,Tops & Tees,Women,28.979999542236328
382,Patty,Tops & Tees,Women,31.979999542236328
388,Patty,Tops & Tees,Women,31.979999542236328
391,Patty,Tops & Tees,Women,32.9900016784668
407,Patty,Tops & Tees,Women,34.979999542236328
438,Patty,Tops & Tees,Women,28.979999542236328
440,Patty,Tops & Tees,Women,33.9900016784668
455,Patty,Tops & Tees,Women,28.739999771118164
461,Patty,Tops & Tees,Women,31.979999542236328
466,Patty,Tops & Tees,Women,31.0
474,Patty,Tops & Tees,Women,42.979999542236328
518,Patty,Tops & Tees,Women,34.9900016784668
639,Patty,Tops & Tees,Women,30.989999771118164
651,Patty,Tops & Tees,Women,32.979999542236328
654,Patty,Tops & Tees,Women,29.979999542236328
705,Patty,Tops & Tees,Women,26.979999542236328
782,Patty,Tops & Tees,Women,31.989999771118164
820,Patty,Sweaters,Women,33.979999542236328
826,Patty,Sweaters,Women,43.979999542236328
830,Patty,Sweaters,Women,44.9900016784668
834,Patty,Sweaters,Women,44.9900016784668
842,Patty,Sweaters,Women,24.989999771118164
847,Patty,Sweaters,Women,67.9800033569336
849,Patty,Sweaters,Women,43.9900016784668
850,Patty,Sweaters,Women,63.979999542236328
857,Patty,Sweaters,Women,56.979999542236328
871,Patty,Sweaters,Women,43.9900016784668
875,Patty,Sweaters,Women,42.9900016784668
879,Patty,Sweaters,Women,34.979999542236328
880,Patty,Sweaters,Women,41.979999542236328
889,Patty,Sweaters,Women,53.9900016784668
904,Patty,Sweaters,Women,43.979999542236328
911,Patty,Sweaters,Women,22.989999771118164
940,Patty,Sweaters,Women,45.979999542236328
954,Patty,Sweaters,Women,32.9900016784668
960,Patty,Sweaters,Women,31.979999542236328
963,Patty,Sweaters,Women,42.979999542236328
986,Patty,Sweaters,Women,42.9900016784668
1022,Patty,Sweaters,Women,44.979999542236328
1036,Patty,Sweaters,Women,37.9900016784668
1075,Patty,Sweaters,Women,43.979999542236328
1160,Patty,Sweaters,Women,37.979999542236328
1165,Patty,Sweaters,Women,42.9900016784668
1166,Patty,Sweaters,Women,41.979999542236328
1263,Patty,Sweaters,Women,39.979999542236328
1396,Patty,Sweaters,Women,39.979999542236328
1609,Patty,Fashion Hoodies & Sweatshirts,Women,63.9900016784668
3187,Patty,Dresses,Women,39.979999542236328
3216,Patty,Dresses,Women,37.979999542236328
3217,Patty,Dresses,Women,34.979999542236328
3227,Patty,Dresses,Women,53.9900016784668
3286,Patty,Dresses,Women,34.979999542236328
3311,Patty,Dresses,Women,37.979999542236328
3340,Patty,Dresses,Women,34.979999542236328
3344,Patty,Dresses,Women,34.9900016784668
3353,Patty,Dresses,Women,57.979999542236328
3362,Patty,Dresses,Women,45.979999542236328
3395,Patty,Dresses,Women,43.979999542236328
3424,Patty,Dresses,Women,32.979999542236328
3482,Patty,Dresses,Women,34.979999542236328
3517,Patty,Dresses,Women,32.979999542236328
3521,Patty,Dresses,Women,34.979999542236328
3604,Patty,Dresses,Women,42.9900016784668
3753,Patty,Dresses,Women,34.979999542236328
3889,Patty,Dresses,Women,39.979999542236328
3892,Patty,Dresses,Women,39.979999542236328
3920,Patty,Dresses,Women,37.979999542236328
3923,Patty,Dresses,Women,42.9900016784668
4015,Patty,Dresses,Women,31.979999542236328
8445,Patty,Outerwear & Coats,Women,57.9900016784668
8452,Patty,Outerwear & Coats,Women,63.979999542236328
8698,Patty,Outerwear & Coats,Women,63.979999542236328
11876,Patty,Intimates,Women,29.979999542236328
14558,Patty,Maternity,Women,34.9900016784668
14560,Patty,Maternity,Women,33.9900016784668
15139,Patty,Maternity,Women,31.989999771118164
28405,Perry,Accessories,Men,16.899999618530273
28887,Perry,Accessories,Men,26.989999771118164
25150,Polar,Socks,Men,9.9899997711181641
25240,Polar,Socks,Men,9.9899997711181641
5099,Raven,Jeans,Women,205.0
5016,Rawik,Jeans,Women,59.9900016784668
2073,Rival,Fashion Hoodies & Sweatshirts,Women,39.9900016784668
19787,Royal,Sweaters,Men,79.989997863769531
24505,Royal,Socks,Men,26.989999771118164
24587,Royal,Socks,Men,23.989999771118164
24821,Royal,Socks,Men,19.989999771118164
2399,Sauce,Fashion Hoodies & Sweatshirts,Women,39.950000762939446
2720,Skins,Active,Women,85.610000610351548
2939,Skins,Active,Women,99.739997863769517
18064,Skins,Active,Men,91.1500015258789
18201,Skins,Active,Men,155.0
18524,Skins,Active,Men,68.010002136230469
18610,Skins,Active,Men,84.639999389648452
18760,Skins,Active,Men,37.470001220703125
9429,Spanx,Socks & Hosiery,Women,28.0
9479,Spanx,Socks & Hosiery,Women,28.0
11104,Spanx,Intimates,Women,38.0
11138,Spanx,Intimates,Women,98.0
11144,Spanx,Intimates,Women,68.0
11176,Spanx,Intimates,Women,54.0
11224,Spanx,Intimates,Women,98.0
11230,Spanx,Intimates,Women,38.0
11253,Spanx,Intimates,Women,98.0
11269,Spanx,Intimates,Women,88.0
11272,Spanx,Intimates,Women,68.0
11280,Spanx,Intimates,Women,98.0
11336,Spanx,Intimates,Women,58.0
11354,Spanx,Intimates,Women,118.0
14841,Spanx,Maternity,Women,28.0
14842,Spanx,Maternity,Women,38.0
14941,Spanx,Maternity,Women,16.0
15811,Spanx,Plus,Women,38.0
26364,Spanx,Underwear,Men,58.0
11776,Spree,Intimates,Women,22.010000228881839
12214,Spree,Intimates,Women,19.989999771118164
12215,Spree,Intimates,Women,23.989999771118164
12221,Spree,Intimates,Women,19.989999771118164
12231,Spree,Intimates,Women,19.989999771118164
12242,Spree,Intimates,Women,19.989999771118164
12246,Spree,Intimates,Women,21.989999771118164
12255,Spree,Intimates,Women,23.989999771118164
12261,Spree,Intimates,Women,21.989999771118164
12270,Spree,Intimates,Women,21.989999771118164
12276,Spree,Intimates,Women,23.989999771118164
12281,Spree,Intimates,Women,19.989999771118164
12324,Spree,Intimates,Women,19.989999771118164
10564,Timpa,Intimates,Women,40.400001525878906
26458,Venom,Underwear,Men,11.989999771118164
28481,Venom,Accessories,Men,6.9800000190734863
18514,Vertx,Active,Men,54.950000762939446
23892,Wilda,Outerwear & Coats,Men,69.989997863769531
231,Alki'i,Tops & Tees,Women,25.0
921,Alki'i,Sweaters,Women,26.989999771118164
965,Alki'i,Sweaters,Women,31.989999771118164
988,Alki'i,Sweaters,Women,31.989999771118164
1686,Alki'i,Fashion Hoodies & Sweatshirts,Women,9.9899997711181641
2468,Alki'i,Active,Women,14.989999771118164
2474,Alki'i,Active,Women,27.989999771118164
3185,Alki'i,Dresses,Women,19.989999771118164
3218,Alki'i,Dresses,Women,25.0
3255,Alki'i,Dresses,Women,11.989999771118164
3265,Alki'i,Dresses,Women,25.0
3302,Alki'i,Dresses,Women,25.0
3366,Alki'i,Dresses,Women,19.989999771118164
3405,Alki'i,Dresses,Women,19.989999771118164
3469,Alki'i,Dresses,Women,19.989999771118164
3544,Alki'i,Dresses,Women,31.989999771118164
3596,Alki'i,Dresses,Women,19.989999771118164
3762,Alki'i,Dresses,Women,19.989999771118164
3776,Alki'i,Dresses,Women,19.989999771118164
7102,Alki'i,Skirts,Women,19.989999771118164
7106,Alki'i,Skirts,Women,19.989999771118164
7110,Alki'i,Skirts,Women,15.989999771118164
7171,Alki'i,Skirts,Women,19.989999771118164
9333,Alki'i,Socks & Hosiery,Women,9.9899997711181641
9673,Alki'i,Sleep & Lounge,Women,14.989999771118164
10207,Alki'i,Sleep & Lounge,Women,9.9899997711181641
12737,Alki'i,Swim,Women,17.989999771118164
12748,Alki'i,Swim,Women,26.989999771118164
12756,Alki'i,Swim,Women,19.989999771118164
12867,Alki'i,Swim,Women,5.9899997711181641
13154,Alki'i,Swim,Women,19.989999771118164
13156,Alki'i,Swim,Women,19.989999771118164
13200,Alki'i,Swim,Women,19.989999771118164
13622,Alki'i,Accessories,Women,14.989999771118164
13642,Alki'i,Accessories,Women,14.989999771118164
13646,Alki'i,Accessories,Women,9.9899997711181641
13790,Alki'i,Accessories,Women,9.9899997711181641
15577,Alki'i,Plus,Women,9.9899997711181641
22748,Alki'i,Shorts,Men,24.989999771118164
22760,Alki'i,Shorts,Men,12.989999771118164
23776,Alki'i,Outerwear & Coats,Men,17.989999771118164
26677,Alki'i,Sleep & Lounge,Men,12.989999771118164
27490,Alki'i,Swim,Men,16.989999771118164
27635,Alki'i,Swim,Men,16.989999771118164
28322,Alki'i,Accessories,Men,9.9899997711181641
28329,Alki'i,Accessories,Men,8.9899997711181641
28343,Alki'i,Accessories,Men,8.9899997711181641
28474,Alki'i,Accessories,Men,8.9899997711181641
18600,Badger,Active,Men,32.4900016784668
26068,Baskit,Underwear,Men,17.0
26109,Baskit,Underwear,Men,25.0
26190,Baskit,Underwear,Men,25.0
26287,Baskit,Underwear,Men,9.43000030517578
26350,Baskit,Underwear,Men,16.0
26390,Baskit,Underwear,Men,18.0
28454,Broner,Accessories,Men,4.880000114440918
28572,Broner,Accessories,Men,29.950000762939453
12144,Calida,Intimates,Women,31.0
23694,Condor,Outerwear & Coats,Men,52.900001525878906
13058,Eliana,Swim,Women,24.989999771118164
13464,Eliana,Swim,Women,16.950000762939453
17417,Etnies,Fashion Hoodies & Sweatshirts,Men,57.950000762939446
18033,Etnies,Fashion Hoodies & Sweatshirts,Men,53.950000762939446
20528,Etnies,Suits & Sport Coats,Men,79.949996948242173
19903,Fabian,Suits & Sport Coats,Men,36.180000305175774
11005,George,Intimates,Women,6.9899997711181641
