date,channel,spend
2019-10-09,Organic,0.0
2019-10-09,Search,
2019-10-10,Email,0.05
2019-10-10,Facebook,
2019-10-10,Organic,0.0
2019-10-10,Search,
2019-10-11,Email,0.15
2019-10-11,Facebook,
2019-10-11,Organic,0.0
2019-10-11,Search,
2019-10-12,Email,0.1
2019-10-12,Facebook,
2019-10-12,Organic,0.0
2019-10-12,Search,
2019-10-13,Email,0.05
2019-10-13,Facebook,
2019-10-13,Search,
2019-10-14,Facebook,
2019-10-14,Organic,0.0
2019-10-14,Search,
2019-10-15,Email,0.05
2019-10-15,Organic,0.0
2019-10-15,Search,
2019-10-16,Facebook,
2019-10-16,Organic,0.0
2019-10-16,Search,
2019-10-17,Organic,0.0
2019-10-17,Search,
2019-10-18,Display,
2019-10-18,Search,
2019-10-19,Organic,0.0
2019-10-19,Search,
2019-10-20,Organic,0.0
2019-10-20,Search,
2019-10-21,Email,0.05
2019-10-21,Search,
2019-10-22,Display,
2019-10-22,Email,0.1
2019-10-22,Organic,0.0
2019-10-22,Search,
2019-10-23,Display,
2019-10-23,Organic,0.0
2019-10-23,Search,
2019-10-24,Email,0.25
2019-10-24,Organic,0.0
2019-10-24,Search,
2019-10-25,Email,0.05
2019-10-25,Organic,0.0
2019-10-25,Search,
2019-10-26,Display,
2019-10-26,Facebook,
2019-10-26,Organic,0.0
2019-10-26,Search,
2019-10-27,Email,0.1
2019-10-27,Organic,0.0
2019-10-27,Search,
2019-10-28,Email,0.1
2019-10-28,Organic,0.0
2019-10-28,Search,
2019-10-29,Facebook,
2019-10-29,Search,
2019-10-30,Display,
2019-10-30,Facebook,
2019-10-30,Organic,0.0
2019-10-30,Search,
2019-10-31,Facebook,
2019-10-31,Organic,0.0
2019-10-31,Search,
2019-11-01,Email,0.2
2019-11-01,Facebook,
2019-11-01,Organic,0.0
2019-11-01,Search,
2019-11-02,Display,
2019-11-02,Facebook,
2019-11-02,Organic,0.0
2019-11-02,Search,
2019-11-03,Display,
2019-11-03,Email,0.1
2019-11-03,Facebook,
2019-11-03,Organic,0.0
2019-11-03,Search,
2019-11-04,Display,
2019-11-04,Email,0.05
2019-11-04,Organic,0.0
2019-11-04,Search,
2019-11-05,Display,
2019-11-05,Email,0.05
2019-11-05,Organic,0.0
2019-11-05,Search,
2019-11-06,Email,0.05
2019-11-06,Facebook,
2019-11-06,Organic,0.0
2019-11-06,Search,
2019-11-07,Display,
2019-11-07,Email,0.1
2019-11-07,Organic,0.0
2019-11-07,Search,
2019-11-08,Email,0.1
2019-11-08,Search,
2019-11-09,Facebook,
2019-11-09,Organic,0.0
2019-11-09,Search,
2019-11-10,Display,
2019-11-10,Email,0.15
2019-11-10,Organic,0.0
2019-11-10,Search,
2019-11-11,Display,
2019-11-11,Email,0.1
2019-11-11,Facebook,
2019-11-11,Organic,0.0
2019-11-11,Search,
2019-11-12,Display,
2019-11-12,Email,0.05
2019-11-12,Facebook,
2019-11-12,Organic,0.0
2019-11-12,Search,
2019-11-13,Display,
2019-11-13,Organic,0.0
2019-11-13,Search,
2019-11-14,Display,
2019-11-14,Organic,0.0
2019-11-14,Search,
2019-11-15,Display,
2019-11-15,Facebook,
2019-11-15,Organic,0.0
2019-11-15,Search,
2019-11-16,Display,
2019-11-16,Facebook,
2019-11-16,Search,
2019-11-17,Organic,0.0
2019-11-17,Search,
2019-11-18,Display,
2019-11-18,Organic,0.0
2019-11-18,Search,
2019-11-19,Display,
2019-11-19,Facebook,
2019-11-19,Organic,0.0
2019-11-19,Search,
2019-11-20,Email,0.05
2019-11-20,Organic,0.0
2019-11-20,Search,
2019-11-21,Facebook,
2019-11-21,Organic,0.0
2019-11-21,Search,
2019-11-22,Display,
2019-11-22,Email,0.05
2019-11-22,Organic,0.0
2019-11-22,Search,
2019-11-23,Facebook,
2019-11-23,Organic,0.0
2019-11-23,Search,
2019-11-24,Facebook,
2019-11-24,Search,
2019-11-25,Display,
2019-11-25,Email,0.05
2019-11-25,Facebook,
2019-11-25,Organic,0.0
2019-11-25,Search,
2019-11-26,Facebook,
2019-11-26,Organic,0.0
2019-11-26,Search,
2019-11-27,Display,
2019-11-27,Email,0.05
2019-11-27,Facebook,
2019-11-27,Organic,0.0
2019-11-27,Search,
2019-11-28,Display,
2019-11-28,Facebook,
2019-11-28,Organic,0.0
2019-11-28,Search,
2019-11-29,Email,0.2
2019-11-29,Facebook,
2019-11-29,Organic,0.0
2019-11-29,Search,
2019-11-30,Email,0.05
2019-11-30,Organic,0.0
2019-11-30,Search,
2019-12-01,Display,
2019-12-01,Email,0.25
2019-12-01,Organic,0.0
2019-12-01,Search,
2019-12-02,Email,0.1
2019-12-02,Organic,0.0
2019-12-02,Search,
2019-12-03,Organic,0.0
2019-12-03,Search,
2019-12-04,Display,
2019-12-04,Email,0.05
2019-12-04,Facebook,
2019-12-04,Organic,0.0
2019-12-04,Search,
2019-12-05,Email,0.1
2019-12-05,Organic,0.0
2019-12-05,Search,
2019-12-06,Organic,0.0
2019-12-06,Search,
2019-12-07,Organic,0.0
2019-12-07,Search,
2019-12-08,Display,
2019-12-08,Email,0.05
2019-12-08,Organic,0.0
2019-12-08,Search,
2019-12-09,Display,
2019-12-09,Email,0.15
2019-12-09,Facebook,
2019-12-09,Organic,0.0
2019-12-09,Search,
2019-12-10,Email,0.15
2019-12-10,Organic,0.0
2019-12-10,Search,
2019-12-11,Facebook,
2019-12-11,Search,
2019-12-12,Display,
2019-12-12,Facebook,
2019-12-12,Organic,0.0
2019-12-12,Search,
2019-12-13,Email,0.1
2019-12-13,Organic,0.0
2019-12-13,Search,
2019-12-14,Email,0.15
2019-12-14,Facebook,
2019-12-14,Search,
2019-12-15,Display,
2019-12-15,Email,0.05
2019-12-15,Facebook,
2019-12-15,Search,
2019-12-16,Facebook,
2019-12-16,Search,
2019-12-17,Email,0.15
2019-12-17,Facebook,
2019-12-17,Organic,0.0
2019-12-17,Search,
2019-12-18,Display,
2019-12-18,Email,0.15
2019-12-18,Facebook,
2019-12-18,Organic,0.0
2019-12-18,Search,
2019-12-19,Display,
2019-12-19,Email,0.05
2019-12-19,Organic,0.0
2019-12-19,Search,
2019-12-20,Email,0.05
2019-12-20,Organic,0.0
2019-12-20,Search,
2019-12-21,Display,
2019-12-21,Email,0.05
2019-12-21,Facebook,
2019-12-21,Organic,0.0
2019-12-21,Search,
2019-12-22,Email,0.1
2019-12-22,Organic,0.0
2019-12-22,Search,
2019-12-23,Display,
2019-12-23,Organic,0.0
2019-12-23,Search,
2019-12-24,Display,
2019-12-24,Email,0.2
2019-12-24,Organic,0.0
2019-12-24,Search,
2019-12-25,Organic,0.0
2019-12-25,Search,
2019-12-26,Display,
2019-12-26,Email,0.05
2019-12-26,Organic,0.0
2019-12-26,Search,
2019-12-27,Email,0.05
2019-12-27,Facebook,
2019-12-27,Organic,0.0
2019-12-27,Search,
2019-12-28,Display,
2019-12-28,Email,0.05
2019-12-28,Facebook,
2019-12-28,Organic,0.0
2019-12-28,Search,
2019-12-29,Email,0.1
2019-12-29,Facebook,
2019-12-29,Organic,0.0
2019-12-29,Search,
2019-12-30,Facebook,
2019-12-30,Organic,0.0
2019-12-30,Search,
2019-12-31,Email,0.05
2019-12-31,Facebook,
2019-12-31,Organic,0.0
2019-12-31,Search,
2020-01-01,Organic,0.0
2020-01-01,Search,
2020-01-02,Facebook,
2020-01-02,Organic,0.0
2020-01-02,Search,
2020-01-03,Organic,0.0
2020-01-03,Search,
2020-01-04,Facebook,
2020-01-04,Organic,0.0
2020-01-04,Search,
2020-01-05,Display,
2020-01-05,Organic,0.0
2020-01-05,Search,
2020-01-06,Email,0.2
2020-01-06,Organic,0.0
2020-01-06,Search,
2020-01-07,Email,0.05
2020-01-07,Facebook,
2020-01-07,Organic,0.0
2020-01-07,Search,
2020-01-08,Email,0.1
2020-01-08,Search,
2020-01-09,Display,
2020-01-09,Email,0.05
2020-01-09,Facebook,
2020-01-09,Search,
2020-01-10,Display,
2020-01-10,Facebook,
2020-01-10,Organic,0.0
2020-01-10,Search,
2020-01-11,Facebook,
2020-01-11,Organic,0.0
2020-01-11,Search,
2020-01-12,Email,0.05
2020-01-12,Facebook,
2020-01-12,Organic,0.0
2020-01-12,Search,
2020-01-13,Display,
2020-01-13,Email,0.1
2020-01-13,Organic,0.0
2020-01-13,Search,
2020-01-14,Facebook,
2020-01-14,Organic,0.0
2020-01-14,Search,
2020-01-15,Email,0.05
2020-01-15,Facebook,
2020-01-15,Organic,0.0
2020-01-15,Search,
2020-01-16,Email,0.1
2020-01-16,Organic,0.0
2020-01-16,Search,
2020-01-17,Display,
2020-01-17,Organic,0.0
2020-01-17,Search,
2020-01-18,Email,0.05
2020-01-18,Facebook,
2020-01-18,Search,
2020-01-19,Organic,0.0
2020-01-19,Search,
2020-01-20,Email,0.05
2020-01-20,Organic,0.0
2020-01-20,Search,
2020-01-21,Search,
2020-01-22,Organic,0.0
2020-01-22,Search,
2020-01-23,Organic,0.0
2020-01-23,Search,
2020-01-24,Display,
2020-01-24,Facebook,
2020-01-24,Organic,0.0
2020-01-24,Search,
2020-01-25,Display,
2020-01-25,Email,0.3
2020-01-25,Search,
2020-01-26,Email,0.05
2020-01-26,Facebook,
2020-01-26,Organic,0.0
2020-01-26,Search,
2020-01-27,Email,0.05
2020-01-27,Organic,0.0
2020-01-27,Search,
2020-01-28,Email,0.1
2020-01-28,Organic,0.0
2020-01-28,Search,
2020-01-29,Display,
2020-01-29,Organic,0.0
2020-01-29,Search,
2020-01-30,Email,0.1
2020-01-30,Organic,0.0
2020-01-30,Search,
2020-01-31,Email,0.05
2020-01-31,Organic,0.0
2020-01-31,Search,
2020-02-01,Display,
2020-02-01,Email,0.05
2020-02-01,Organic,0.0
2020-02-01,Search,
2020-02-02,Display,
2020-02-02,Organic,0.0
2020-02-02,Search,
2020-02-03,Display,
2020-02-03,Facebook,
2020-02-03,Search,
2020-02-04,Display,
2020-02-04,Email,0.1
2020-02-04,Organic,0.0
2020-02-04,Search,
2020-02-05,Display,
2020-02-05,Email,0.1
2020-02-05,Facebook,
2020-02-05,Search,
2020-02-06,Display,
2020-02-06,Organic,0.0
2020-02-06,Search,
2020-02-07,Facebook,
2020-02-07,Organic,0.0
2020-02-07,Search,
2020-02-08,Email,0.15
2020-02-08,Facebook,
2020-02-08,Organic,0.0
2020-02-08,Search,
2020-02-09,Email,0.25
2020-02-09,Facebook,
2020-02-09,Organic,0.0
2020-02-09,Search,
2020-02-10,Display,
2020-02-10,Email,0.05
2020-02-10,Facebook,
2020-02-10,Organic,0.0
2020-02-10,Search,
2020-02-11,Email,0.05
2020-02-11,Facebook,
2020-02-11,Organic,0.0
2020-02-11,Search,
2020-02-12,Email,0.05
2020-02-12,Facebook,
2020-02-12,Organic,0.0
2020-02-12,Search,
2020-02-13,Display,
2020-02-13,Email,0.3
2020-02-13,Facebook,
2020-02-13,Organic,0.0
2020-02-13,Search,
2020-02-14,Facebook,
2020-02-14,Organic,0.0
2020-02-14,Search,
2020-02-15,Display,
2020-02-15,Email,0.15
2020-02-15,Facebook,
2020-02-15,Organic,0.0
2020-02-15,Search,
2020-02-16,Email,0.05
2020-02-16,Facebook,
2020-02-16,Organic,0.0
2020-02-16,Search,
2020-02-17,Facebook,
2020-02-17,Organic,0.0
2020-02-17,Search,
2020-02-18,Display,
2020-02-18,Email,0.05
2020-02-18,Facebook,
2020-02-18,Organic,0.0
2020-02-18,Search,
2020-02-19,Facebook,
2020-02-19,Organic,0.0
2020-02-19,Search,
2020-02-20,Facebook,
2020-02-20,Organic,0.0
2020-02-20,Search,
2020-02-21,Email,0.05
2020-02-21,Facebook,
2020-02-21,Organic,0.0
2020-02-21,Search,
2020-02-22,Organic,0.0
2020-02-22,Search,
2020-02-23,Facebook,
2020-02-23,Organic,0.0
2020-02-23,Search,
2020-02-24,Display,
2020-02-24,Organic,0.0
2020-02-24,Search,
2020-02-25,Facebook,
2020-02-25,Organic,0.0
2020-02-25,Search,
2020-02-26,Email,0.25
2020-02-26,Facebook,
2020-02-26,Organic,0.0
2020-02-26,Search,
2020-02-27,Email,0.15
2020-02-27,Facebook,
2020-02-27,Organic,0.0
2020-02-27,Search,
2020-02-28,Display,
2020-02-28,Email,0.05
2020-02-28,Search,
2020-02-29,Display,
2020-02-29,Email,0.15
2020-02-29,Search,
2020-03-01,Display,
2020-03-01,Email,0.05
2020-03-01,Facebook,
2020-03-01,Organic,0.0
2020-03-01,Search,
2020-03-02,Display,
2020-03-02,Email,0.1
2020-03-02,Organic,0.0
2020-03-02,Search,
2020-03-03,Display,
2020-03-03,Search,
2020-03-04,Display,
2020-03-04,Email,0.05
2020-03-04,Facebook,
2020-03-04,Organic,0.0
2020-03-04,Search,
2020-03-05,Email,0.05
2020-03-05,Search,
2020-03-06,Display,
2020-03-06,Search,
2020-03-07,Display,
2020-03-07,Organic,0.0
2020-03-07,Search,
2020-03-08,Display,
2020-03-08,Facebook,
2020-03-08,Organic,0.0
2020-03-08,Search,
2020-03-09,Display,
2020-03-09,Email,0.05
2020-03-09,Organic,0.0
2020-03-09,Search,
2020-03-10,Facebook,
2020-03-10,Organic,0.0
2020-03-10,Search,
2020-03-11,Email,0.05
2020-03-11,Facebook,
2020-03-11,Organic,0.0
2020-03-11,Search,
2020-03-12,Organic,0.0
2020-03-12,Search,
2020-03-13,Email,0.05
2020-03-13,Organic,0.0
2020-03-13,Search,
2020-03-14,Facebook,
2020-03-14,Organic,0.0
2020-03-14,Search,
2020-03-15,Organic,0.0
2020-03-15,Search,
2020-03-16,Email,0.1
2020-03-16,Organic,0.0
2020-03-16,Search,
2020-03-17,Facebook,
2020-03-17,Organic,0.0
2020-03-17,Search,
2020-03-18,Email,0.05
2020-03-18,Facebook,
2020-03-18,Organic,0.0
2020-03-18,Search,
2020-03-19,Email,0.1
2020-03-19,Facebook,
2020-03-19,Organic,0.0
2020-03-19,Search,
2020-03-20,Email,0.15
2020-03-20,Organic,0.0
2020-03-20,Search,
2020-03-21,Facebook,
2020-03-21,Organic,0.0
2020-03-21,Search,
2020-03-22,Organic,0.0
2020-03-22,Search,
2020-03-23,Email,0.1
2020-03-23,Facebook,
2020-03-23,Organic,0.0
2020-03-23,Search,
2020-03-24,Facebook,
2020-03-24,Organic,0.0
2020-03-24,Search,
2020-03-25,Facebook,
2020-03-25,Organic,0.0
2020-03-25,Search,
2020-03-26,Display,
2020-03-26,Facebook,
2020-03-26,Organic,0.0
2020-03-26,Search,
2020-03-27,Display,
2020-03-27,Email,0.05
2020-03-27,Facebook,
2020-03-27,Organic,0.0
2020-03-27,Search,
2020-03-28,Display,
2020-03-28,Email,0.05
2020-03-28,Organic,0.0
2020-03-28,Search,
2020-03-29,Organic,0.0
2020-03-29,Search,
2020-03-30,Display,
2020-03-30,Email,0.05
2020-03-30,Facebook,
2020-03-30,Organic,0.0
2020-03-30,Search,
