order_id,date,country,device,channel,revenue
126,2025-01-04,FR,desktop,Paid,64.07
127,2025-01-04,FR,desktop,Paid,66.77
128,2025-01-04,FR,mobile,Organic,61.58
129,2025-01-04,DE,desktop,Paid,49.8
130,2025-01-04,DE,desktop,Paid,52.05
131,2025-01-04,DE,desktop,Organic,52.03
132,2025-01-04,DE,desktop,Email,47.4
133,2025-01-04,DE,desktop,Referral,98.11
134,2025-01-04,DE,mobile,Paid,32.45
135,2025-01-04,DE,mobile,Organic,136.9
136,2025-01-04,ES,desktop,Organic,57.46
137,2025-01-04,ES,desktop,Email,35.96
138,2025-01-04,ES,mobile,Paid,40.42
139,2025-01-04,ES,mobile,Email,52.39
140,2025-01-04,ES,mobile,Social,70.22
141,2025-01-04,IT,desktop,Paid,53.88
142,2025-01-04,IT,desktop,Paid,36.64
143,2025-01-04,IT,desktop,Paid,128.14
144,2025-01-04,IT,mobile,Paid,47.76
145,2025-01-04,IT,mobile,Organic,88.9
146,2025-01-04,IT,mobile,Email,70.27
147,2025-01-04,UK,mobile,Paid,98.02
148,2025-01-04,UK,mobile,Paid,81.75
149,2025-01-04,UK,mobile,Organic,46.15
150,2025-01-05,FR,desktop,Paid,59.27
151,2025-01-05,FR,desktop,Organic,86.23
152,2025-01-05,FR,desktop,Organic,65.47
153,2025-01-05,FR,desktop,Organic,59.02
154,2025-01-05,FR,desktop,Referral,68.18
155,2025-01-05,FR,mobile,Paid,48.67
156,2025-01-05,FR,mobile,Organic,82.17
157,2025-01-05,FR,mobile,Social,79.81
158,2025-01-05,DE,desktop,Organic,46.19
159,2025-01-05,DE,desktop,Social,58.36
160,2025-01-05,DE,desktop,Social,83.25
161,2025-01-05,DE,mobile,Organic,81.76
162,2025-01-05,ES,desktop,Paid,55.57
163,2025-01-05,ES,mobile,Paid,49.41
164,2025-01-05,ES,mobile,Organic,80.06
165,2025-01-05,IT,desktop,Paid,59.92
166,2025-01-05,IT,desktop,Organic,27.58
167,2025-01-05,IT,desktop,Email,51.92
168,2025-01-05,IT,mobile,Paid,46.46
169,2025-01-05,IT,mobile,Paid,83.14
170,2025-01-05,IT,mobile,Paid,45.32
171,2025-01-05,UK,desktop,Paid,60.85
172,2025-01-05,UK,desktop,Paid,89.69
173,2025-01-05,UK,desktop,Paid,41.22
174,2025-01-05,UK,desktop,Organic,31.87
175,2025-01-05,UK,desktop,Organic,87.94
176,2025-01-05,UK,desktop,Email,61.59
177,2025-01-05,UK,desktop,Email,62.73
178,2025-01-05,UK,mobile,Referral,49.51
179,2025-01-06,FR,desktop,Paid,66.03
180,2025-01-06,FR,desktop,Email,47.25
181,2025-01-06,FR,desktop,Referral,38.31
182,2025-01-06,FR,desktop,Referral,38.98
183,2025-01-06,FR,mobile,Paid,58.67
184,2025-01-06,FR,mobile,Paid,79.82
185,2025-01-06,FR,mobile,Organic,37.41
186,2025-01-06,FR,mobile,Organic,51.69
187,2025-01-06,FR,mobile,Organic,101.97
188,2025-01-06,DE,desktop,Paid,24.55
189,2025-01-06,DE,desktop,Paid,51.83
190,2025-01-06,DE,desktop,Organic,44.28
191,2025-01-06,DE,mobile,Paid,34.32
192,2025-01-06,DE,mobile,Paid,93.56
193,2025-01-06,ES,desktop,Paid,70.36
194,2025-01-06,ES,desktop,Paid,63.62
195,2025-01-06,ES,desktop,Paid,58.36
196,2025-01-06,ES,mobile,Organic,46.32
197,2025-01-06,ES,mobile,Email,46.36
198,2025-01-06,IT,desktop,Paid,159.69
199,2025-01-06,IT,desktop,Paid,98.91
200,2025-01-06,IT,desktop,Paid,49.98
201,2025-01-06,IT,desktop,Organic,35.25
202,2025-01-06,IT,desktop,Organic,50.67
203,2025-01-06,IT,desktop,Social,51.76
204,2025-01-06,IT,mobile,Paid,54.69
205,2025-01-06,IT,mobile,Paid,66.48
206,2025-01-06,IT,mobile,Organic,79.59
207,2025-01-06,IT,mobile,Organic,87.22
208,2025-01-06,IT,mobile,Social,76.32
209,2025-01-06,UK,desktop,Paid,29.92
210,2025-01-06,UK,desktop,Organic,63.53
211,2025-01-06,UK,desktop,Organic,79.51
212,2025-01-06,UK,desktop,Email,46.42
213,2025-01-06,UK,desktop,Referral,69.81
214,2025-01-06,UK,desktop,Social,28.73
215,2025-01-06,UK,mobile,Paid,43.74
216,2025-01-06,UK,mobile,Referral,52.63
217,2025-01-06,UK,mobile,Referral,37.42
218,2025-01-07,FR,desktop,Paid,89.07
219,2025-01-07,FR,desktop,Organic,69.32
220,2025-01-07,FR,mobile,Email,36.84
221,2025-01-07,DE,desktop,Paid,52.71
222,2025-01-07,DE,desktop,Organic,49.07
223,2025-01-07,DE,desktop,Organic,65.07
224,2025-01-07,DE,desktop,Organic,33.7
225,2025-01-07,DE,desktop,Organic,62.89
226,2025-01-07,DE,desktop,Organic,32.96
227,2025-01-07,DE,desktop,Email,95.81
228,2025-01-07,DE,desktop,Email,45.4
229,2025-01-07,DE,mobile,Email,69.48
230,2025-01-07,DE,mobile,Email,59.63
231,2025-01-07,DE,mobile,Social,30.15
232,2025-01-07,ES,desktop,Organic,75.93
233,2025-01-07,ES,mobile,Email,53.22
234,2025-01-07,ES,mobile,Referral,59.68
235,2025-01-07,IT,desktop,Paid,32.46
236,2025-01-07,IT,desktop,Paid,34.28
237,2025-01-07,IT,desktop,Social,29.98
238,2025-01-07,IT,mobile,Paid,28.47
239,2025-01-07,IT,mobile,Paid,36.83
240,2025-01-07,IT,mobile,Organic,122.37
241,2025-01-07,IT,mobile,Organic,41.44
242,2025-01-07,IT,mobile,Referral,63.58
243,2025-01-07,UK,desktop,Organic,49.93
244,2025-01-07,UK,desktop,Email,49.41
245,2025-01-07,UK,mobile,Paid,87.99
246,2025-01-07,UK,mobile,Organic,76.25
247,2025-01-07,UK,mobile,Referral,85.49
248,2025-01-08,FR,desktop,Paid,68.91
249,2025-01-08,FR,desktop,Email,83.5
250,2025-01-08,FR,desktop,Email,42.23
251,2025-01-08,FR,desktop,Email,54.46
252,2025-01-08,FR,mobile,Email,83.61
253,2025-01-08,FR,mobile,Email,49.17
254,2025-01-08,DE,desktop,Paid,19.22
255,2025-01-08,DE,desktop,Organic,70.53
256,2025-01-08,DE,desktop,Organic,62.02
257,2025-01-08,DE,desktop,Referral,50.07
258,2025-01-08,DE,mobile,Organic,39.59
259,2025-01-08,DE,mobile,Email,50.77
260,2025-01-08,ES,desktop,Paid,36.42
261,2025-01-08,ES,desktop,Paid,86.63
262,2025-01-08,ES,desktop,Paid,64.64
263,2025-01-08,ES,desktop,Organic,42.84
264,2025-01-08,ES,desktop,Organic,95.74
265,2025-01-08,ES,desktop,Email,107.8
266,2025-01-08,ES,mobile,Paid,78.55
267,2025-01-08,ES,mobile,Email,50.34
268,2025-01-08,IT,desktop,Email,56.98
269,2025-01-08,IT,mobile,Paid,36.42
270,2025-01-08,IT,mobile,Paid,49.13
271,2025-01-08,IT,mobile,Organic,50.42
272,2025-01-08,IT,mobile,Organic,79.8
273,2025-01-08,IT,mobile,Organic,79.06
274,2025-01-08,IT,mobile,Organic,53.4
275,2025-01-08,IT,mobile,Email,62.61
276,2025-01-08,IT,mobile,Social,65.53
277,2025-01-08,IT,mobile,Social,46.33
278,2025-01-08,UK,desktop,Paid,55.74
279,2025-01-08,UK,desktop,Paid,40.65
280,2025-01-08,UK,desktop,Email,42.12
281,2025-01-08,UK,desktop,Email,81.54
282,2025-01-08,UK,mobile,Organic,56.31
283,2025-01-08,UK,mobile,Organic,89.26
284,2025-01-08,UK,mobile,Organic,48.23
285,2025-01-08,UK,mobile,Social,53.87
286,2025-01-09,FR,desktop,Paid,53.99
287,2025-01-09,FR,desktop,Email,74.96
288,2025-01-09,FR,desktop,Email,69.96
289,2025-01-09,FR,desktop,Social,37.27
290,2025-01-09,FR,desktop,Social,78.84
291,2025-01-09,FR,mobile,Paid,65.44
292,2025-01-09,FR,mobile,Paid,50.18
293,2025-01-09,FR,mobile,Paid,90.75
294,2025-01-09,FR,mobile,Organic,43.47
295,2025-01-09,FR,mobile,Organic,81.24
296,2025-01-09,FR,mobile,Organic,43.75
297,2025-01-09,FR,mobile,Organic,48.69
298,2025-01-09,FR,mobile,Organic,76.6
299,2025-01-09,DE,desktop,Organic,67.15
300,2025-01-09,DE,desktop,Organic,94.69
301,2025-01-09,DE,desktop,Organic,44.45
302,2025-01-09,DE,desktop,Organic,66.36
303,2025-01-09,DE,desktop,Email,62.2
304,2025-01-09,DE,desktop,Referral,57.77
305,2025-01-09,DE,desktop,Referral,28.0
306,2025-01-09,DE,desktop,Social,83.72
307,2025-01-09,DE,desktop,Social,40.39
308,2025-01-09,DE,desktop,Social,40.34
309,2025-01-09,DE,mobile,Paid,52.29
310,2025-01-09,DE,mobile,Paid,40.06
311,2025-01-09,DE,mobile,Organic,68.96
312,2025-01-09,DE,mobile,Organic,56.8
313,2025-01-09,DE,mobile,Organic,55.15
314,2025-01-09,DE,mobile,Organic,42.12
315,2025-01-09,DE,mobile,Referral,39.27
316,2025-01-09,ES,desktop,Paid,33.92
317,2025-01-09,ES,desktop,Social,50.27
318,2025-01-09,ES,desktop,Social,32.49
319,2025-01-09,IT,desktop,Paid,31.76
320,2025-01-09,IT,desktop,Organic,54.95
321,2025-01-09,IT,mobile,Organic,51.17
322,2025-01-09,UK,desktop,Organic,42.74
323,2025-01-09,UK,desktop,Referral,52.19
324,2025-01-09,UK,mobile,Paid,69.73
325,2025-01-09,UK,mobile,Organic,48.21
326,2025-01-09,UK,mobile,Organic,68.41
327,2025-01-09,UK,mobile,Referral,33.26
328,2025-01-09,UK,mobile,Social,36.21
329,2025-01-10,FR,desktop,Paid,51.08
330,2025-01-10,FR,desktop,Organic,39.82
331,2025-01-10,FR,desktop,Organic,37.75
332,2025-01-10,FR,desktop,Organic,62.36
333,2025-01-10,FR,desktop,Organic,52.27
334,2025-01-10,FR,desktop,Email,40.63
335,2025-01-10,FR,desktop,Referral,69.93
336,2025-01-10,FR,mobile,Organic,68.75
337,2025-01-10,FR,mobile,Organic,46.21
338,2025-01-10,FR,mobile,Organic,86.01
339,2025-01-10,FR,mobile,Organic,85.65
340,2025-01-10,FR,mobile,Referral,51.86
341,2025-01-10,DE,desktop,Paid,49.09
342,2025-01-10,DE,desktop,Paid,78.27
343,2025-01-10,DE,desktop,Organic,71.12
344,2025-01-10,DE,desktop,Organic,76.73
345,2025-01-10,DE,mobile,Organic,51.75
346,2025-01-10,DE,mobile,Organic,84.44
347,2025-01-10,DE,mobile,Organic,59.91
348,2025-01-10,DE,mobile,Email,38.57
349,2025-01-10,ES,desktop,Referral,53.22
350,2025-01-10,ES,mobile,Paid,43.75
351,2025-01-10,ES,mobile,Paid,46.19
352,2025-01-10,ES,mobile,Organic,87.43
353,2025-01-10,ES,mobile,Referral,62.69
354,2025-01-10,IT,desktop,Paid,58.61
355,2025-01-10,IT,desktop,Paid,60.59
356,2025-01-10,IT,mobile,Paid,37.93
357,2025-01-10,IT,mobile,Paid,40.57
358,2025-01-10,UK,desktop,Organic,67.74
359,2025-01-10,UK,desktop,Organic,38.7
360,2025-01-10,UK,desktop,Email,87.41
361,2025-01-10,UK,desktop,Email,56.4
362,2025-01-10,UK,desktop,Social,55.43
363,2025-01-10,UK,mobile,Paid,52.31
364,2025-01-10,UK,mobile,Paid,31.23
365,2025-01-10,UK,mobile,Paid,55.03
366,2025-01-10,UK,mobile,Referral,43.35
367,2025-01-11,FR,desktop,Paid,49.73
368,2025-01-11,FR,desktop,Organic,33.2
369,2025-01-11,FR,desktop,Email,49.88
370,2025-01-11,FR,desktop,Referral,34.39
371,2025-01-11,DE,desktop,Organic,33.95
372,2025-01-11,DE,desktop,Email,103.67
373,2025-01-11,DE,desktop,Referral,63.01
374,2025-01-11,DE,mobile,Paid,59.31
375,2025-01-11,DE,mobile,Paid,97.89
376,2025-01-11,DE,mobile,Paid,64.14
377,2025-01-11,DE,mobile,Paid,61.87
378,2025-01-11,DE,mobile,Organic,72.23
379,2025-01-11,DE,mobile,Email,38.74
380,2025-01-11,DE,mobile,Email,41.93
381,2025-01-11,ES,desktop,Organic,62.43
382,2025-01-11,ES,desktop,Organic,36.95
383,2025-01-11,ES,desktop,Social,84.14
384,2025-01-11,ES,mobile,Paid,28.51
385,2025-01-11,ES,mobile,Paid,78.66
386,2025-01-11,ES,mobile,Organic,57.33
387,2025-01-11,ES,mobile,Email,73.96
388,2025-01-11,ES,mobile,Referral,38.08
389,2025-01-11,IT,desktop,Paid,32.3
390,2025-01-11,IT,desktop,Paid,69.08
391,2025-01-11,IT,desktop,Social,64.1
392,2025-01-11,IT,desktop,Social,50.37
393,2025-01-11,IT,mobile,Organic,34.95
394,2025-01-11,UK,desktop,Organic,88.27
395,2025-01-11,UK,desktop,Email,25.06
396,2025-01-11,UK,mobile,Paid,36.07
397,2025-01-11,UK,mobile,Organic,38.61
398,2025-01-11,UK,mobile,Email,20.29
399,2025-01-12,FR,desktop,Paid,80.67
400,2025-01-12,FR,desktop,Email,77.4
401,2025-01-12,FR,mobile,Organic,63.39
402,2025-01-12,FR,mobile,Organic,45.76
403,2025-01-12,FR,mobile,Email,52.7
404,2025-01-12,FR,mobile,Referral,40.2
405,2025-01-12,DE,desktop,Organic,75.41
406,2025-01-12,DE,desktop,Email,44.42
407,2025-01-12,DE,desktop,Email,30.3
408,2025-01-12,DE,desktop,Referral,24.36
409,2025-01-12,DE,mobile,Email,33.64
410,2025-01-12,ES,desktop,Paid,45.83
411,2025-01-12,ES,desktop,Organic,64.22
412,2025-01-12,ES,desktop,Organic,80.21
413,2025-01-12,ES,desktop,Email,55.17
414,2025-01-12,ES,desktop,Email,81.29
415,2025-01-12,ES,mobile,Paid,43.72
416,2025-01-12,ES,mobile,Paid,19.17
417,2025-01-12,ES,mobile,Paid,97.48
418,2025-01-12,ES,mobile,Social,56.72
419,2025-01-12,IT,desktop,Paid,54.03
420,2025-01-12,IT,desktop,Paid,30.09
421,2025-01-12,IT,desktop,Organic,48.44
422,2025-01-12,IT,desktop,Organic,86.15
423,2025-01-12,IT,desktop,Referral,58.35
424,2025-01-12,IT,desktop,Social,56.01
425,2025-01-12,IT,mobile,Paid,64.41
426,2025-01-12,IT,mobile,Paid,49.27
427,2025-01-12,IT,mobile,Paid,56.96
428,2025-01-12,IT,mobile,Organic,72.3
429,2025-01-12,IT,mobile,Organic,30.42
430,2025-01-12,UK,desktop,Organic,50.83
431,2025-01-12,UK,desktop,Email,86.47
432,2025-01-12,UK,mobile,Paid,83.95
433,2025-01-12,UK,mobile,Organic,72.73
434,2025-01-12,UK,mobile,Organic,69.86
435,2025-01-12,UK,mobile,Email,52.38
436,2025-01-13,FR,desktop,Paid,42.03
437,2025-01-13,FR,mobile,Paid,67.85
438,2025-01-13,FR,mobile,Organic,115.86
439,2025-01-13,FR,mobile,Organic,65.05
440,2025-01-13,FR,mobile,Referral,53.68
441,2025-01-13,FR,mobile,Referral,83.25
442,2025-01-13,DE,mobile,Paid,41.0
443,2025-01-13,DE,mobile,Paid,59.46
444,2025-01-13,DE,mobile,Paid,27.73
445,2025-01-13,DE,mobile,Email,47.52
446,2025-01-13,DE,mobile,Email,39.18
447,2025-01-13,ES,desktop,Organic,38.62
448,2025-01-13,ES,desktop,Email,40.68
449,2025-01-13,ES,desktop,Email,48.93
450,2025-01-13,ES,desktop,Email,83.53
451,2025-01-13,ES,desktop,Referral,55.68
452,2025-01-13,ES,desktop,Social,70.12
453,2025-01-13,ES,mobile,Paid,56.76
454,2025-01-13,ES,mobile,Paid,78.04
455,2025-01-13,ES,mobile,Referral,71.02
456,2025-01-13,IT,desktop,Organic,65.36
457,2025-01-13,IT,desktop,Social,45.52
458,2025-01-13,IT,mobile,Paid,55.94
459,2025-01-13,UK,desktop,Paid,56.48
460,2025-01-13,UK,desktop,Organic,82.67
461,2025-01-13,UK,desktop,Email,90.73
462,2025-01-13,UK,desktop,Social,53.86
463,2025-01-13,UK,mobile,Email,69.01
464,2025-01-13,UK,mobile,Referral,55.68
465,2025-01-13,UK,mobile,Referral,38.32
466,2025-01-14,FR,desktop,Paid,46.14
467,2025-01-14,FR,desktop,Organic,54.92
468,2025-01-14,FR,desktop,Organic,31.66
469,2025-01-14,FR,desktop,Organic,78.23
470,2025-01-14,FR,desktop,Email,58.4
471,2025-01-14,FR,desktop,Email,36.57
472,2025-01-14,FR,mobile,Organic,65.21
473,2025-01-14,FR,mobile,Organic,78.89
474,2025-01-14,FR,mobile,Email,41.0
475,2025-01-14,FR,mobile,Email,64.39
476,2025-01-14,FR,mobile,Referral,25.0
477,2025-01-14,DE,desktop,Organic,59.26
478,2025-01-14,DE,desktop,Email,40.39
479,2025-01-14,DE,mobile,Paid,74.09
480,2025-01-14,DE,mobile,Organic,90.74
481,2025-01-14,DE,mobile,Email,50.93
482,2025-01-14,DE,mobile,Email,45.59
483,2025-01-14,DE,mobile,Referral,46.47
484,2025-01-14,DE,mobile,Social,53.87
485,2025-01-14,ES,desktop,Paid,50.61
486,2025-01-14,ES,desktop,Email,34.12
487,2025-01-14,ES,desktop,Email,50.82
488,2025-01-14,ES,mobile,Organic,32.17
489,2025-01-14,ES,mobile,Organic,20.85
490,2025-01-14,IT,desktop,Paid,58.46
491,2025-01-14,IT,desktop,Paid,39.28
492,2025-01-14,IT,mobile,Paid,59.86
493,2025-01-14,IT,mobile,Referral,77.64
494,2025-01-14,UK,desktop,Paid,65.42
495,2025-01-14,UK,desktop,Email,66.48
496,2025-01-14,UK,desktop,Referral,46.5
497,2025-01-14,UK,desktop,Social,53.27
498,2025-01-14,UK,desktop,Social,68.42
499,2025-01-14,UK,mobile,Paid,47.95
500,2025-01-14,UK,mobile,Paid,62.3
501,2025-01-14,UK,mobile,Paid,37.09
502,2025-01-15,FR,desktop,Paid,60.3
503,2025-01-15,FR,desktop,Organic,51.07
504,2025-01-15,FR,desktop,Email,62.7
505,2025-01-15,FR,desktop,Referral,156.76
506,2025-01-15,FR,mobile,Paid,44.13
507,2025-01-15,FR,mobile,Organic,65.35
508,2025-01-15,FR,mobile,Organic,131.64
509,2025-01-15,FR,mobile,Email,92.76
510,2025-01-15,FR,mobile,Email,79.14
511,2025-01-15,DE,desktop,Paid,56.43
512,2025-01-15,DE,desktop,Paid,59.57
513,2025-01-15,DE,desktop,Organic,32.39
514,2025-01-15,DE,desktop,Organic,21.65
515,2025-01-15,DE,desktop,Organic,42.8
516,2025-01-15,DE,desktop,Email,65.83
517,2025-01-15,DE,desktop,Email,67.15
518,2025-01-15,DE,mobile,Paid,95.84
519,2025-01-15,DE,mobile,Organic,89.94
520,2025-01-15,DE,mobile,Email,77.0
521,2025-01-15,DE,mobile,Referral,79.98
522,2025-01-15,ES,desktop,Organic,61.85
523,2025-01-15,ES,desktop,Referral,38.89
524,2025-01-15,ES,mobile,Paid,83.26
525,2025-01-15,ES,mobile,Paid,66.89
526,2025-01-15,ES,mobile,Paid,28.03
527,2025-01-15,ES,mobile,Paid,38.29
528,2025-01-15,ES,mobile,Organic,38.26
529,2025-01-15,ES,mobile,Organic,24.62
530,2025-01-15,ES,mobile,Social,64.49
531,2025-01-15,IT,desktop,Paid,51.72
532,2025-01-15,IT,desktop,Social,49.36
533,2025-01-15,IT,desktop,Social,47.99
534,2025-01-15,IT,mobile,Paid,48.63
535,2025-01-15,IT,mobile,Paid,41.51
536,2025-01-15,IT,mobile,Email,36.63
537,2025-01-15,IT,mobile,Referral,78.05
538,2025-01-15,UK,mobile,Organic,62.94
539,2025-01-16,FR,desktop,Paid,32.46
540,2025-01-16,FR,desktop,Paid,81.38
541,2025-01-16,FR,desktop,Paid,56.61
542,2025-01-16,FR,desktop,Referral,114.85
543,2025-01-16,FR,desktop,Social,73.98
544,2025-01-16,FR,mobile,Paid,65.82
545,2025-01-16,FR,mobile,Paid,36.85
546,2025-01-16,FR,mobile,Paid,31.03
547,2025-01-16,FR,mobile,Organic,48.18
548,2025-01-16,FR,mobile,Organic,94.99
549,2025-01-16,FR,mobile,Email,94.21
550,2025-01-16,DE,desktop,Paid,62.21
551,2025-01-16,DE,desktop,Paid,27.45
552,2025-01-16,DE,desktop,Paid,79.23
553,2025-01-16,DE,desktop,Organic,55.27
554,2025-01-16,DE,desktop,Organic,55.23
555,2025-01-16,DE,desktop,Email,77.99
556,2025-01-16,DE,mobile,Paid,80.68
557,2025-01-16,DE,mobile,Paid,42.01
558,2025-01-16,DE,mobile,Paid,81.71
559,2025-01-16,DE,mobile,Organic,49.48
560,2025-01-16,DE,mobile,Email,36.66
561,2025-01-16,DE,mobile,Email,42.23
562,2025-01-16,DE,mobile,Social,47.4
563,2025-01-16,DE,mobile,Social,33.29
564,2025-01-16,DE,mobile,Social,60.16
565,2025-01-16,ES,desktop,Paid,125.35
566,2025-01-16,ES,mobile,Organic,60.25
567,2025-01-16,ES,mobile,Email,90.25
568,2025-01-16,ES,mobile,Referral,19.83
569,2025-01-16,IT,desktop,Paid,47.14
570,2025-01-16,IT,mobile,Paid,66.97
571,2025-01-16,IT,mobile,Paid,74.75
572,2025-01-16,IT,mobile,Organic,94.27
573,2025-01-16,IT,mobile,Organic,77.08
574,2025-01-16,IT,mobile,Organic,34.95
575,2025-01-16,IT,mobile,Email,80.79
576,2025-01-16,UK,desktop,Organic,65.41
577,2025-01-16,UK,desktop,Organic,105.89
578,2025-01-16,UK,mobile,Paid,39.23
579,2025-01-16,UK,mobile,Paid,93.55
580,2025-01-16,UK,mobile,Paid,71.64
581,2025-01-16,UK,mobile,Organic,135.04
582,2025-01-16,UK,mobile,Referral,78.98
583,2025-01-17,FR,desktop,Organic,72.27
584,2025-01-17,FR,desktop,Organic,59.8
585,2025-01-17,FR,mobile,Organic,55.18
586,2025-01-17,FR,mobile,Organic,93.59
587,2025-01-17,DE,desktop,Paid,60.15
588,2025-01-17,DE,desktop,Paid,96.19
