date,country,device,channel,sessions
2025-01-06,ES,desktop,Paid,79
2025-01-06,ES,desktop,Organic,29
2025-01-06,ES,desktop,Email,18
2025-01-06,ES,desktop,Referral,11
2025-01-06,ES,desktop,Social,16
2025-01-06,ES,mobile,Paid,74
2025-01-06,ES,mobile,Organic,54
2025-01-06,ES,mobile,Email,13
2025-01-06,ES,mobile,Referral,13
2025-01-06,ES,mobile,Social,23
2025-01-06,IT,desktop,Paid,52
2025-01-06,IT,desktop,Organic,47
2025-01-06,IT,desktop,Email,18
2025-01-06,IT,desktop,Referral,7
2025-01-06,IT,desktop,Social,34
2025-01-06,IT,mobile,Paid,37
2025-01-06,IT,mobile,Organic,46
2025-01-06,IT,mobile,Email,17
2025-01-06,IT,mobile,Referral,13
2025-01-06,IT,mobile,Social,20
2025-01-06,UK,desktop,Paid,59
2025-01-06,UK,desktop,Organic,42
2025-01-06,UK,desktop,Email,13
2025-01-06,UK,desktop,Referral,15
2025-01-06,UK,desktop,Social,26
2025-01-06,UK,mobile,Paid,63
2025-01-06,UK,mobile,Organic,73
2025-01-06,UK,mobile,Email,19
2025-01-06,UK,mobile,Referral,18
2025-01-06,UK,mobile,Social,34
2025-01-07,FR,desktop,Paid,67
2025-01-07,FR,desktop,Organic,56
2025-01-07,FR,desktop,Email,24
2025-01-07,FR,desktop,Referral,19
2025-01-07,FR,desktop,Social,32
2025-01-07,FR,mobile,Paid,103
2025-01-07,FR,mobile,Organic,107
2025-01-07,FR,mobile,Email,21
2025-01-07,FR,mobile,Referral,22
2025-01-07,FR,mobile,Social,37
2025-01-07,DE,desktop,Paid,71
2025-01-07,DE,desktop,Organic,76
2025-01-07,DE,desktop,Email,22
2025-01-07,DE,desktop,Referral,18
2025-01-07,DE,desktop,Social,40
2025-01-07,DE,mobile,Paid,90
2025-01-07,DE,mobile,Organic,83
2025-01-07,DE,mobile,Email,20
2025-01-07,DE,mobile,Referral,19
2025-01-07,DE,mobile,Social,33
2025-01-07,ES,desktop,Paid,64
2025-01-07,ES,desktop,Organic,56
2025-01-07,ES,desktop,Email,12
2025-01-07,ES,desktop,Referral,21
2025-01-07,ES,desktop,Social,18
2025-01-07,ES,mobile,Paid,55
2025-01-07,ES,mobile,Organic,78
2025-01-07,ES,mobile,Email,22
2025-01-07,ES,mobile,Referral,17
2025-01-07,ES,mobile,Social,34
2025-01-07,IT,desktop,Paid,58
2025-01-07,IT,desktop,Organic,36
2025-01-07,IT,desktop,Email,14
2025-01-07,IT,desktop,Referral,9
2025-01-07,IT,desktop,Social,29
2025-01-07,IT,mobile,Paid,67
2025-01-07,IT,mobile,Organic,44
2025-01-07,IT,mobile,Email,15
2025-01-07,IT,mobile,Referral,15
2025-01-07,IT,mobile,Social,23
2025-01-07,UK,desktop,Paid,57
2025-01-07,UK,desktop,Organic,58
2025-01-07,UK,desktop,Email,18
2025-01-07,UK,desktop,Referral,12
2025-01-07,UK,desktop,Social,24
2025-01-07,UK,mobile,Paid,90
2025-01-07,UK,mobile,Organic,46
2025-01-07,UK,mobile,Email,14
2025-01-07,UK,mobile,Referral,14
2025-01-07,UK,mobile,Social,31
2025-01-08,FR,desktop,Paid,101
2025-01-08,FR,desktop,Organic,105
2025-01-08,FR,desktop,Email,28
2025-01-08,FR,desktop,Referral,17
2025-01-08,FR,desktop,Social,36
2025-01-08,FR,mobile,Paid,87
2025-01-08,FR,mobile,Organic,86
2025-01-08,FR,mobile,Email,25
2025-01-08,FR,mobile,Referral,24
2025-01-08,FR,mobile,Social,35
2025-01-08,DE,desktop,Paid,95
2025-01-08,DE,desktop,Organic,96
2025-01-08,DE,desktop,Email,20
2025-01-08,DE,desktop,Referral,18
2025-01-08,DE,desktop,Social,38
2025-01-08,DE,mobile,Paid,91
2025-01-08,DE,mobile,Organic,83
2025-01-08,DE,mobile,Email,24
2025-01-08,DE,mobile,Referral,20
2025-01-08,DE,mobile,Social,32
2025-01-08,ES,desktop,Paid,70
2025-01-08,ES,desktop,Organic,61
2025-01-08,ES,desktop,Email,24
2025-01-08,ES,desktop,Referral,17
2025-01-08,ES,desktop,Social,46
2025-01-08,ES,mobile,Paid,69
2025-01-08,ES,mobile,Organic,81
2025-01-08,ES,mobile,Email,21
2025-01-08,ES,mobile,Referral,29
2025-01-08,ES,mobile,Social,26
2025-01-08,IT,desktop,Paid,53
2025-01-08,IT,desktop,Organic,43
2025-01-08,IT,desktop,Email,9
2025-01-08,IT,desktop,Referral,11
2025-01-08,IT,desktop,Social,21
2025-01-08,IT,mobile,Paid,81
2025-01-08,IT,mobile,Organic,66
2025-01-08,IT,mobile,Email,30
2025-01-08,IT,mobile,Referral,19
2025-01-08,IT,mobile,Social,26
2025-01-08,UK,desktop,Paid,63
2025-01-08,UK,desktop,Organic,69
2025-01-08,UK,desktop,Email,13
2025-01-08,UK,desktop,Referral,25
2025-01-08,UK,desktop,Social,41
2025-01-08,UK,mobile,Paid,84
2025-01-08,UK,mobile,Organic,48
2025-01-08,UK,mobile,Email,32
2025-01-08,UK,mobile,Referral,18
2025-01-08,UK,mobile,Social,50
2025-01-09,FR,desktop,Paid,64
2025-01-09,FR,desktop,Organic,64
2025-01-09,FR,desktop,Email,23
2025-01-09,FR,desktop,Referral,19
2025-01-09,FR,desktop,Social,33
2025-01-09,FR,mobile,Paid,134
2025-01-09,FR,mobile,Organic,68
2025-01-09,FR,mobile,Email,27
2025-01-09,FR,mobile,Referral,23
2025-01-09,FR,mobile,Social,51
2025-01-09,DE,desktop,Paid,103
2025-01-09,DE,desktop,Organic,50
2025-01-09,DE,desktop,Email,14
2025-01-09,DE,desktop,Referral,23
2025-01-09,DE,desktop,Social,36
2025-01-09,DE,mobile,Paid,86
2025-01-09,DE,mobile,Organic,119
2025-01-09,DE,mobile,Email,26
2025-01-09,DE,mobile,Referral,27
2025-01-09,DE,mobile,Social,41
2025-01-09,ES,desktop,Paid,120
2025-01-09,ES,desktop,Organic,87
2025-01-09,ES,desktop,Email,16
2025-01-09,ES,desktop,Referral,18
2025-01-09,ES,desktop,Social,32
2025-01-09,ES,mobile,Paid,121
2025-01-09,ES,mobile,Organic,52
2025-01-09,ES,mobile,Email,25
2025-01-09,ES,mobile,Referral,22
2025-01-09,ES,mobile,Social,21
2025-01-09,IT,desktop,Paid,50
2025-01-09,IT,desktop,Organic,31
2025-01-09,IT,desktop,Email,15
2025-01-09,IT,desktop,Referral,16
2025-01-09,IT,desktop,Social,38
2025-01-09,IT,mobile,Paid,82
2025-01-09,IT,mobile,Organic,94
2025-01-09,IT,mobile,Email,13
2025-01-09,IT,mobile,Referral,10
2025-01-09,IT,mobile,Social,31
2025-01-09,UK,desktop,Paid,90
2025-01-09,UK,desktop,Organic,63
2025-01-09,UK,desktop,Email,11
2025-01-09,UK,desktop,Referral,16
2025-01-09,UK,desktop,Social,22
2025-01-09,UK,mobile,Paid,116
2025-01-09,UK,mobile,Organic,83
2025-01-09,UK,mobile,Email,18
2025-01-09,UK,mobile,Referral,17
2025-01-09,UK,mobile,Social,29
2025-01-10,FR,desktop,Paid,88
2025-01-10,FR,desktop,Organic,88
2025-01-10,FR,desktop,Email,17
2025-01-10,FR,desktop,Referral,20
2025-01-10,FR,desktop,Social,30
2025-01-10,FR,mobile,Paid,88
2025-01-10,FR,mobile,Organic,81
2025-01-10,FR,mobile,Email,20
2025-01-10,FR,mobile,Referral,18
2025-01-10,FR,mobile,Social,31
2025-01-10,DE,desktop,Paid,131
2025-01-10,DE,desktop,Organic,63
2025-01-10,DE,desktop,Email,16
2025-01-10,DE,desktop,Referral,17
2025-01-10,DE,desktop,Social,30
2025-01-10,DE,mobile,Paid,91
2025-01-10,DE,mobile,Organic,87
2025-01-10,DE,mobile,Email,28
2025-01-10,DE,mobile,Referral,16
2025-01-10,DE,mobile,Social,32
2025-01-10,ES,desktop,Paid,62
2025-01-10,ES,desktop,Organic,29
2025-01-10,ES,desktop,Email,11
2025-01-10,ES,desktop,Referral,18
2025-01-10,ES,desktop,Social,39
2025-01-10,ES,mobile,Paid,75
2025-01-10,ES,mobile,Organic,72
2025-01-10,ES,mobile,Email,21
2025-01-10,ES,mobile,Referral,34
2025-01-10,ES,mobile,Social,41
2025-01-10,IT,desktop,Paid,60
2025-01-10,IT,desktop,Organic,38
2025-01-10,IT,desktop,Email,10
2025-01-10,IT,desktop,Referral,13
2025-01-10,IT,desktop,Social,20
2025-01-10,IT,mobile,Paid,52
2025-01-10,IT,mobile,Organic,49
2025-01-10,IT,mobile,Email,14
2025-01-10,IT,mobile,Referral,22
2025-01-10,IT,mobile,Social,36
2025-01-10,UK,desktop,Paid,76
2025-01-10,UK,desktop,Organic,85
2025-01-10,UK,desktop,Email,19
2025-01-10,UK,desktop,Referral,12
2025-01-10,UK,desktop,Social,43
2025-01-10,UK,mobile,Paid,104
2025-01-10,UK,mobile,Organic,54
2025-01-10,UK,mobile,Email,21
2025-01-10,UK,mobile,Referral,14
2025-01-10,UK,mobile,Social,25
2025-01-11,FR,desktop,Paid,99
2025-01-11,FR,desktop,Organic,98
2025-01-11,FR,desktop,Email,13
2025-01-11,FR,desktop,Referral,18
2025-01-11,FR,desktop,Social,26
2025-01-11,FR,mobile,Paid,83
2025-01-11,FR,mobile,Organic,63
2025-01-11,FR,mobile,Email,18
2025-01-11,FR,mobile,Referral,19
2025-01-11,FR,mobile,Social,29
2025-01-11,DE,desktop,Paid,76
2025-01-11,DE,desktop,Organic,54
2025-01-11,DE,desktop,Email,16
2025-01-11,DE,desktop,Referral,11
2025-01-11,DE,desktop,Social,23
2025-01-11,DE,mobile,Paid,102
2025-01-11,DE,mobile,Organic,75
2025-01-11,DE,mobile,Email,16
2025-01-11,DE,mobile,Referral,17
2025-01-11,DE,mobile,Social,40
2025-01-11,ES,desktop,Paid,39
2025-01-11,ES,desktop,Organic,52
2025-01-11,ES,desktop,Email,12
2025-01-11,ES,desktop,Referral,13
2025-01-11,ES,desktop,Social,19
2025-01-11,ES,mobile,Paid,45
2025-01-11,ES,mobile,Organic,36
2025-01-11,ES,mobile,Email,17
2025-01-11,ES,mobile,Referral,15
2025-01-11,ES,mobile,Social,22
2025-01-11,IT,desktop,Paid,64
2025-01-11,IT,desktop,Organic,28
2025-01-11,IT,desktop,Email,13
2025-01-11,IT,desktop,Referral,8
2025-01-11,IT,desktop,Social,18
2025-01-11,IT,mobile,Paid,67
2025-01-11,IT,mobile,Organic,41
2025-01-11,IT,mobile,Email,14
2025-01-11,IT,mobile,Referral,17
2025-01-11,IT,mobile,Social,22
2025-01-11,UK,desktop,Paid,82
2025-01-11,UK,desktop,Organic,39
2025-01-11,UK,desktop,Email,18
2025-01-11,UK,desktop,Referral,19
2025-01-11,UK,desktop,Social,14
2025-01-11,UK,mobile,Paid,65
2025-01-11,UK,mobile,Organic,72
2025-01-11,UK,mobile,Email,18
2025-01-11,UK,mobile,Referral,17
2025-01-11,UK,mobile,Social,26
2025-01-12,FR,desktop,Paid,73
2025-01-12,FR,desktop,Organic,54
2025-01-12,FR,desktop,Email,23
2025-01-12,FR,desktop,Referral,15
2025-01-12,FR,desktop,Social,30
2025-01-12,FR,mobile,Paid,78
2025-01-12,FR,mobile,Organic,59
2025-01-12,FR,mobile,Email,19
2025-01-12,FR,mobile,Referral,19
2025-01-12,FR,mobile,Social,30
2025-01-12,DE,desktop,Paid,69
2025-01-12,DE,desktop,Organic,85
2025-01-12,DE,desktop,Email,19
2025-01-12,DE,desktop,Referral,11
2025-01-12,DE,desktop,Social,34
2025-01-12,DE,mobile,Paid,70
2025-01-12,DE,mobile,Organic,36
2025-01-12,DE,mobile,Email,14
2025-01-12,DE,mobile,Referral,9
2025-01-12,DE,mobile,Social,27
2025-01-12,ES,desktop,Paid,54
2025-01-12,ES,desktop,Organic,64
2025-01-12,ES,desktop,Email,14
2025-01-12,ES,desktop,Referral,10
2025-01-12,ES,desktop,Social,25
2025-01-12,ES,mobile,Paid,37
2025-01-12,ES,mobile,Organic,53
2025-01-12,ES,mobile,Email,19
2025-01-12,ES,mobile,Referral,8
2025-01-12,ES,mobile,Social,33
2025-01-12,IT,desktop,Paid,55
2025-01-12,IT,desktop,Organic,35
2025-01-12,IT,desktop,Email,14
2025-01-12,IT,desktop,Referral,17
2025-01-12,IT,desktop,Social,20
2025-01-12,IT,mobile,Paid,64
2025-01-12,IT,mobile,Organic,42
2025-01-12,IT,mobile,Email,12
2025-01-12,IT,mobile,Referral,14
2025-01-12,IT,mobile,Social,19
2025-01-12,UK,desktop,Paid,62
2025-01-12,UK,desktop,Organic,42
2025-01-12,UK,desktop,Email,16
2025-01-12,UK,desktop,Referral,13
2025-01-12,UK,desktop,Social,30
2025-01-12,UK,mobile,Paid,64
2025-01-12,UK,mobile,Organic,53
2025-01-12,UK,mobile,Email,14
2025-01-12,UK,mobile,Referral,13
2025-01-12,UK,mobile,Social,31
2025-01-13,FR,desktop,Paid,90
2025-01-13,FR,desktop,Organic,46
2025-01-13,FR,desktop,Email,22
2025-01-13,FR,desktop,Referral,21
2025-01-13,FR,desktop,Social,32
2025-01-13,FR,mobile,Paid,143
2025-01-13,FR,mobile,Organic,57
2025-01-13,FR,mobile,Email,16
2025-01-13,FR,mobile,Referral,11
2025-01-13,FR,mobile,Social,50
2025-01-13,DE,desktop,Paid,79
2025-01-13,DE,desktop,Organic,51
2025-01-13,DE,desktop,Email,17
2025-01-13,DE,desktop,Referral,10
2025-01-13,DE,desktop,Social,48
2025-01-13,DE,mobile,Paid,83
2025-01-13,DE,mobile,Organic,64
2025-01-13,DE,mobile,Email,23
2025-01-13,DE,mobile,Referral,18
2025-01-13,DE,mobile,Social,33
2025-01-13,ES,desktop,Paid,46
2025-01-13,ES,desktop,Organic,49
2025-01-13,ES,desktop,Email,21
2025-01-13,ES,desktop,Referral,15
2025-01-13,ES,desktop,Social,32
2025-01-13,ES,mobile,Paid,59
2025-01-13,ES,mobile,Organic,40
2025-01-13,ES,mobile,Email,15
2025-01-13,ES,mobile,Referral,13
2025-01-13,ES,mobile,Social,34
2025-01-13,IT,desktop,Paid,34
2025-01-13,IT,desktop,Organic,59
2025-01-13,IT,desktop,Email,12
2025-01-13,IT,desktop,Referral,9
2025-01-13,IT,desktop,Social,15
2025-01-13,IT,mobile,Paid,41
2025-01-13,IT,mobile,Organic,60
2025-01-13,IT,mobile,Email,15
2025-01-13,IT,mobile,Referral,9
2025-01-13,IT,mobile,Social,17
2025-01-13,UK,desktop,Paid,58
2025-01-13,UK,desktop,Organic,75
2025-01-13,UK,desktop,Email,14
2025-01-13,UK,desktop,Referral,8
2025-01-13,UK,desktop,Social,23
2025-01-13,UK,mobile,Paid,71
2025-01-13,UK,mobile,Organic,30
2025-01-13,UK,mobile,Email,18
2025-01-13,UK,mobile,Referral,14
2025-01-13,UK,mobile,Social,35
2025-01-14,FR,desktop,Paid,135
2025-01-14,FR,desktop,Organic,87
2025-01-14,FR,desktop,Email,19
2025-01-14,FR,desktop,Referral,12
2025-01-14,FR,desktop,Social,63
2025-01-14,FR,mobile,Paid,103
2025-01-14,FR,mobile,Organic,79
2025-01-14,FR,mobile,Email,24
2025-01-14,FR,mobile,Referral,21
2025-01-14,FR,mobile,Social,38
2025-01-14,DE,desktop,Paid,66
2025-01-14,DE,desktop,Organic,51
2025-01-14,DE,desktop,Email,18
2025-01-14,DE,desktop,Referral,13
2025-01-14,DE,desktop,Social,24
2025-01-14,DE,mobile,Paid,94
2025-01-14,DE,mobile,Organic,67
2025-01-14,DE,mobile,Email,32
2025-01-14,DE,mobile,Referral,9
2025-01-14,DE,mobile,Social,46
2025-01-14,ES,desktop,Paid,87
2025-01-14,ES,desktop,Organic,29
2025-01-14,ES,desktop,Email,14
2025-01-14,ES,desktop,Referral,11
2025-01-14,ES,desktop,Social,17
2025-01-14,ES,mobile,Paid,63
2025-01-14,ES,mobile,Organic,45
2025-01-14,ES,mobile,Email,29
2025-01-14,ES,mobile,Referral,19
2025-01-14,ES,mobile,Social,40
2025-01-14,IT,desktop,Paid,71
2025-01-14,IT,desktop,Organic,34
2025-01-14,IT,desktop,Email,12
2025-01-14,IT,desktop,Referral,13
2025-01-14,IT,desktop,Social,17
2025-01-14,IT,mobile,Paid,85
2025-01-14,IT,mobile,Organic,52
2025-01-14,IT,mobile,Email,15
2025-01-14,IT,mobile,Referral,17
2025-01-14,IT,mobile,Social,31
2025-01-14,UK,desktop,Paid,66
2025-01-14,UK,desktop,Organic,75
2025-01-14,UK,desktop,Email,13
2025-01-14,UK,desktop,Referral,16
2025-01-14,UK,desktop,Social,32
2025-01-14,UK,mobile,Paid,80
2025-01-14,UK,mobile,Organic,73
2025-01-14,UK,mobile,Email,15
2025-01-14,UK,mobile,Referral,21
2025-01-14,UK,mobile,Social,32
2025-01-15,FR,desktop,Paid,83
2025-01-15,FR,desktop,Organic,96
2025-01-15,FR,desktop,Email,19
2025-01-15,FR,desktop,Referral,13
2025-01-15,FR,desktop,Social,25
2025-01-15,FR,mobile,Paid,133
2025-01-15,FR,mobile,Organic,64
2025-01-15,FR,mobile,Email,43
2025-01-15,FR,mobile,Referral,13
2025-01-15,FR,mobile,Social,68
2025-01-15,DE,desktop,Paid,90
2025-01-15,DE,desktop,Organic,65
